TimeStamp,Test,Temperature,Electricity,Gas,Water,Heating,Cooling,Lighting,Domestic Water,Plugs,,,,,,,,coef,1000
1/10/16 6:59 AM,224,1,2677.26,3581.04,266.72,4871.85,3158.50,707.69,236.41,1331.83,,,,,,,,,
1/10/16 7:59 AM,225,0.5,2682.28,3587.78,267.26,4881.62,3164.66,709.10,236.89,1334.50,,,,,,,,,
1/10/16 8:59 AM,226,0,2687.56,3595.15,267.80,4891.29,3171.29,710.51,237.35,1337.16,,,,,,,,,
1/10/16 9:59 AM,227,0.5,2693.29,3602.03,268.31,4900.23,3177.35,711.92,237.82,1339.77,,,,,,,,,
1/10/16 10:59 AM,228,1,2698.68,3608.76,268.86,4909.82,3183.98,713.28,238.29,1342.40,,,,,,,,,
1/10/16 11:59 AM,229,2,2704.35,3615.63,269.39,4919.23,3190.72,714.64,238.78,1344.96,,,,,,,,,
1/10/16 12:59 PM,230,3,2709.48,3622.50,269.93,4929.15,3196.99,716.04,239.24,1347.61,,,,,,,,,
1/10/16 1:59 PM,231,4,2714.47,3629.99,270.45,4938.61,3202.88,717.44,239.73,1350.33,,,,,,,,,
1/10/16 2:59 PM,232,5,2719.66,3637.35,270.98,4948.93,3209.20,718.83,240.21,1352.93,,,,,,,,,
1/10/16 3:59 PM,233,5.75,2725.15,3644.62,271.50,4958.25,3215.59,720.29,240.67,1355.52,,,,,,,,,
1/10/16 4:59 PM,234,5.5,2730.45,3651.98,272.01,4968.30,3222.21,721.74,241.13,1358.11,,,,,,,,,
1/10/16 5:59 PM,235,5,2736.01,3659.50,272.52,4977.56,3228.64,723.18,241.60,1360.85,,,,,,,,,
1/10/16 6:59 PM,236,4.75,2741.14,3666.42,273.05,4987.20,3235.40,724.54,242.06,1363.41,,,,,,,,,
1/10/16 7:59 PM,237,4.5,2746.66,3673.34,273.55,4997.11,3241.72,726.00,242.52,1366.01,,,,,,,,,
1/10/16 8:59 PM,238,4,2747.74,3674.77,273.66,4998.89,3242.91,726.29,242.61,1366.54,,,,,,,,,
1/10/16 9:59 PM,239,3.5,2748.77,3676.12,273.76,5000.94,3244.20,726.58,242.70,1367.08,,,,,,,,,
1/10/16 10:59 PM,240,3,2749.80,3677.58,273.87,5002.78,3245.53,726.87,242.79,1367.61,,,,,,,,,
1/10/16 11:59 PM,241,2.75,2750.88,3679.04,273.97,5004.60,3246.70,727.15,242.89,1368.12,,,,,,,,,
1/11/16 12:59 AM,242,2.5,2756.62,3686.38,274.50,5014.68,3253.13,728.51,243.37,1370.77,,,,,,,,,
1/11/16 1:59 AM,243,2.25,2762.26,3693.24,275.03,5024.52,3259.67,729.93,243.83,1373.34,,,,,,,,,
1/11/16 2:59 AM,244,2,2767.95,3700.26,275.54,5034.22,3266.42,731.36,244.31,1376.08,,,,,,,,,
1/11/16 3:59 AM,245,1.75,2772.94,3707.03,276.06,5044.34,3272.41,732.71,244.78,1378.78,,,,,,,,,
1/11/16 4:59 AM,246,1.5,2778.35,3714.51,276.57,5053.50,3279.16,734.11,245.27,1381.41,,,,,,,,,
1/11/16 5:59 AM,247,1.25,2783.94,3721.13,277.09,5063.70,3285.21,735.46,245.75,1384.15,,,,,,,,,
1/11/16 6:59 AM,248,1,2789.37,3727.79,277.63,5073.01,3291.07,736.82,246.20,1386.74,,,,,,,,,
1/11/16 7:59 AM,249,0.5,2815.54,3765.80,280.30,5121.52,3320.94,743.82,248.59,1399.47,,,,,,,,,
1/11/16 8:59 AM,250,0,2843.62,3801.46,282.94,5168.76,3354.13,750.82,251.00,1412.98,,,,,,,,,
1/11/16 9:59 AM,251,0.5,2869.21,3837.27,285.69,5216.41,3385.71,758.09,253.37,1426.48,,,,,,,,,
1/11/16 10:59 AM,252,1,2897.42,3874.80,288.26,5264.02,3418.66,765.13,255.64,1439.20,,,,,,,,,
1/11/16 11:59 AM,253,2,2922.40,3910.90,290.89,5308.91,3449.61,772.39,257.90,1451.92,,,,,,,,,
1/11/16 12:59 PM,254,3,2948.87,3943.86,293.54,5354.34,3481.35,779.67,260.33,1464.85,,,,,,,,,
1/11/16 1:59 PM,255,4,2977.25,3978.86,296.14,5400.55,3511.41,786.60,262.73,1477.60,,,,,,,,,
1/11/16 2:59 PM,256,5,3004.67,4012.98,298.68,5445.57,3543.26,793.80,265.16,1490.29,,,,,,,,,
1/11/16 3:59 PM,257,5.75,3029.90,4049.09,301.29,5495.84,3573.19,800.56,267.57,1503.93,,,,,,,,,
1/11/16 4:59 PM,258,5.5,3058.54,4084.54,303.89,5545.12,3607.05,807.51,270.00,1517.35,,,,,,,,,
1/11/16 5:59 PM,259,5,3085.79,4118.33,306.47,5595.31,3640.60,814.43,272.39,1530.48,,,,,,,,,
1/11/16 6:59 PM,260,4.75,3113.21,4153.62,309.12,5646.90,3669.88,821.21,274.75,1543.44,,,,,,,,,
1/11/16 7:59 PM,261,4.5,3140.98,4188.92,311.67,5692.53,3703.45,828.32,277.17,1556.71,,,,,,,,,
1/11/16 8:59 PM,262,4,3146.58,4195.84,312.19,5701.86,3709.39,829.69,277.65,1559.35,,,,,,,,,
1/11/16 9:59 PM,263,3.5,3152.18,4203.14,312.71,5711.07,3715.83,831.06,278.13,1561.95,,,,,,,,,
1/11/16 10:59 PM,264,3,3157.76,4210.01,313.22,5721.16,3722.57,832.44,278.60,1564.60,,,,,,,,,
1/11/16 11:59 PM,265,2.75,3163.15,4217.01,313.73,5731.28,3728.63,833.82,279.09,1567.17,,,,,,,,,
1/12/16 12:59 AM,266,2.5,3168.56,4224.56,314.27,5741.51,3734.79,835.25,279.54,1569.83,,,,,,,,,
1/12/16 1:59 AM,267,2.25,3174.02,4231.50,314.78,5751.11,3740.86,836.68,280.01,1572.56,,,,,,,,,
1/12/16 2:59 AM,268,2,3179.06,4238.13,315.32,5761.28,3747.57,838.09,280.49,1575.12,,,,,,,,,
1/12/16 3:59 AM,269,1.75,3184.07,4244.84,315.86,5770.57,3754.27,839.45,280.96,1577.77,,,,,,,,,
1/12/16 4:59 AM,270,1.5,3189.29,4251.71,316.37,5779.91,3760.91,840.84,281.41,1580.45,,,,,,,,,
1/12/16 5:59 AM,271,1.25,3194.87,4258.72,316.90,5789.32,3767.21,842.22,281.87,1582.99,,,,,,,,,
1/12/16 6:59 AM,272,1,3200.60,4265.96,317.44,5798.96,3773.13,843.67,282.32,1585.67,,,,,,,,,
1/12/16 7:59 AM,273,0.5,3226.65,4303.75,320.02,5843.92,3804.07,850.66,284.73,1598.41,,,,,,,,,
1/12/16 8:59 AM,274,0,3252.96,4340.51,322.72,5893.07,3835.50,857.75,287.09,1611.17,,,,,,,,,
1/12/16 9:59 AM,275,0.5,3278.13,4378.46,325.45,5943.61,3868.67,865.04,289.46,1623.93,,,,,,,,,
1/12/16 10:59 AM,276,1,3304.03,4415.03,328.10,5989.10,3899.46,872.17,291.89,1637.54,,,,,,,,,
1/12/16 11:59 AM,277,2,3329.90,4450.92,330.74,6037.01,3932.47,879.17,294.24,1650.37,,,,,,,,,
1/12/16 12:59 PM,278,3,3356.23,4484.03,333.36,6084.36,3966.09,885.96,296.56,1663.24,,,,,,,,,
1/12/16 1:59 PM,279,4,3384.42,4518.05,335.90,6135.25,3996.92,892.90,298.87,1676.80,,,,,,,,,
1/12/16 2:59 PM,280,5,3409.35,4555.31,338.52,6182.02,4027.13,900.03,301.14,1690.11,,,,,,,,,
1/12/16 3:59 PM,281,5.75,3436.89,4591.46,341.16,6227.91,4060.27,907.22,303.47,1703.40,,,,,,,,,
1/12/16 4:59 PM,282,5.5,3465.57,4629.20,343.82,6276.62,4092.69,914.08,305.85,1716.61,,,,,,,,,
1/12/16 5:59 PM,283,5,3491.41,4662.49,346.39,6322.43,4126.11,921.26,308.16,1730.18,,,,,,,,,
1/12/16 6:59 PM,284,4.75,3516.83,4699.91,349.12,6370.99,4158.62,928.10,310.47,1743.88,,,,,,,,,
1/12/16 7:59 PM,285,4.5,3541.93,4733.52,351.75,6417.45,4190.97,934.95,312.75,1757.59,,,,,,,,,
1/12/16 8:59 PM,286,4,3546.99,4740.42,352.26,6426.93,4197.23,936.40,313.22,1760.21,,,,,,,,,
1/12/16 9:59 PM,287,3.5,3552.37,4747.79,352.77,6436.42,4203.73,937.81,313.71,1762.79,,,,,,,,,
1/12/16 10:59 PM,288,3,3558.03,4755.24,353.29,6446.55,4209.70,939.23,314.16,1765.38,,,,,,,,,
1/12/16 11:59 PM,289,2.75,3563.70,4762.62,353.83,6455.48,4215.88,940.68,314.64,1767.99,,,,,,,,,
1/13/16 12:59 AM,290,2.5,3568.67,4769.91,354.37,6464.65,4222.36,942.08,315.10,1770.61,,,,,,,,,
1/13/16 1:59 AM,291,2.25,3574.07,4777.33,354.91,6474.91,4228.60,943.49,315.55,1773.24,,,,,,,,,
1/13/16 2:59 AM,292,2,3579.16,4784.04,355.45,6484.04,4234.82,944.94,316.02,1775.97,,,,,,,,,
1/13/16 3:59 AM,293,1.75,3584.78,4790.84,355.98,6493.11,4241.13,946.37,316.49,1778.56,,,,,,,,,
1/13/16 4:59 AM,294,1.5,3589.81,4798.40,356.49,6502.06,4247.22,947.75,316.95,1781.25,,,,,,,,,
1/13/16 5:59 AM,295,1.25,3594.94,4805.10,356.99,6512.01,4253.82,949.11,317.43,1783.88,,,,,,,,,
1/13/16 6:59 AM,296,1,3600.26,4811.72,357.54,6521.00,4259.98,950.57,317.91,1786.47,,,,,,,,,
1/13/16 7:59 AM,297,0.5,3628.84,4849.58,360.10,6569.47,4290.89,957.68,320.28,1800.08,,,,,,,,,
1/13/16 8:59 AM,298,0,3656.82,4885.24,362.65,6620.50,4320.39,964.85,322.57,1813.03,,,,,,,,,
1/13/16 9:59 AM,299,0.5,3683.88,4921.59,365.31,6669.33,4350.05,971.79,324.83,1826.47,,,,,,,,,
1/13/16 10:59 AM,300,1,3709.94,4957.20,368.00,6718.12,4381.76,978.70,327.25,1840.10,,,,,,,,,
1/13/16 11:59 AM,301,2,3738.30,4990.23,370.70,6766.04,4415.01,985.95,329.51,1853.03,,,,,,,,,
1/13/16 12:59 PM,302,3,3766.00,5025.57,373.31,6815.23,4447.65,993.07,331.83,1865.88,,,,,,,,,
1/13/16 1:59 PM,303,4,3793.19,5060.26,376.04,6863.65,4480.03,1000.28,334.27,1878.78,,,,,,,,,
1/13/16 2:59 PM,304,5,3820.52,5094.19,378.72,6913.09,4513.84,1007.52,336.68,1891.88,,,,,,,,,
1/13/16 3:59 PM,305,5.75,3847.82,5130.10,381.26,6961.98,4543.39,1014.39,339.03,1905.56,,,,,,,,,
1/13/16 4:59 PM,306,5.5,3873.44,5167.29,383.99,7007.60,4574.44,1021.33,341.33,1919.24,,,,,,,,,
1/13/16 5:59 PM,307,5,3898.21,5202.80,386.69,7052.26,4607.64,1028.46,343.73,1932.29,,,,,,,,,
1/13/16 6:59 PM,308,4.75,3924.26,5237.34,389.33,7097.85,4637.14,1035.25,346.11,1945.98,,,,,,,,,
1/13/16 7:59 PM,309,4.5,3950.20,5272.96,391.99,7147.80,4669.76,1042.33,348.50,1959.58,,,,,,,,,
1/13/16 8:59 PM,310,4,3955.72,5279.69,392.50,7156.83,4675.98,1043.71,348.97,1962.22,,,,,,,,,
1/13/16 9:59 PM,311,3.5,3960.98,5287.31,393.01,7166.31,4681.96,1045.10,349.43,1964.84,,,,,,,,,
1/13/16 10:59 PM,312,3,3966.31,5294.74,393.56,7176.50,4688.51,1046.54,349.90,1967.56,,,,,,,,,
1/13/16 11:59 PM,313,2.75,3971.67,5301.83,394.10,7186.48,4694.66,1048.00,350.38,1970.25,,,,,,,,,
1/14/16 12:59 AM,314,2.5,3976.74,5309.00,394.64,7196.08,4701.09,1049.35,350.84,1972.93,,,,,,,,,
1/14/16 1:59 AM,315,2.25,3982.41,5316.50,395.17,7206.12,4707.64,1050.77,351.31,1975.54,,,,,,,,,
1/14/16 2:59 AM,316,2,3987.60,5323.37,395.69,7216.24,4714.01,1052.17,351.76,1978.08,,,,,,,,,
1/14/16 3:59 AM,317,1.75,3992.91,5330.01,396.20,7225.65,4720.02,1053.56,352.21,1980.72,,,,,,,,,
1/14/16 4:59 AM,318,1.5,3998.29,5336.69,396.75,7235.80,4726.45,1054.99,352.68,1983.34,,,,,,,,,
1/14/16 5:59 AM,319,1.25,4003.52,5344.31,397.27,7245.38,4732.47,1056.40,353.14,1985.99,,,,,,,,,
1/14/16 6:59 AM,320,1,4008.85,5351.88,397.80,7254.52,4738.81,1057.82,353.61,1988.73,,,,,,,,,
1/14/16 7:59 AM,321,0.5,4034.60,5386.76,400.37,7304.62,4768.45,1064.65,355.94,2001.39,,,,,,,,,
1/14/16 8:59 AM,322,0,4061.00,5421.44,402.92,7350.84,4801.70,1071.50,358.25,2015.11,,,,,,,,,
1/14/16 9:59 AM,323,0.5,4088.47,5456.88,405.57,7400.69,4832.65,1078.37,360.68,2027.99,,,,,,,,,
1/14/16 10:59 AM,324,1,4116.27,5493.97,408.29,7448.37,4864.52,1085.29,362.94,2041.46,,,,,,,,,
1/14/16 11:59 AM,325,2,4142.60,5530.15,410.96,7495.71,4898.38,1092.45,365.29,2055.14,,,,,,,,,
1/14/16 12:59 PM,326,3,4170.84,5565.82,413.52,7542.90,4929.07,1099.33,367.54,2068.13,,,,,,,,,
1/14/16 1:59 PM,327,4,4198.97,5603.63,416.08,7590.08,4962.06,1106.44,369.84,2081.25,,,,,,,,,
1/14/16 2:59 PM,328,5,4224.12,5638.92,418.73,7636.12,4991.58,1113.54,372.11,2093.96,,,,,,,,,
1/14/16 3:59 PM,329,5.75,4252.67,5673.43,421.46,7685.60,5023.92,1120.81,374.41,2106.62,,,,,,,,,
1/14/16 4:59 PM,330,5.5,4278.42,5711.29,424.12,7733.56,5054.54,1127.58,376.67,2119.93,,,,,,,,,
1/14/16 5:59 PM,331,5,4305.65,5747.74,426.77,7785.17,5085.38,1134.77,379.10,2133.13,,,,,,,,,
1/14/16 6:59 PM,332,4.75,4333.31,5785.57,429.30,7833.86,5118.95,1141.67,381.49,2146.11,,,,,,,,,
1/14/16 7:59 PM,333,4.5,4361.75,5819.25,431.99,7879.88,5152.67,1148.71,383.74,2159.08,,,,,,,,,
1/14/16 8:59 PM,334,4,4366.71,5826.71,432.52,7889.94,5159.00,1150.08,384.21,2161.73,,,,,,,,,
1/14/16 9:59 PM,335,3.5,4372.34,5834.00,433.07,7899.38,5164.95,1151.54,384.66,2164.34,,,,,,,,,
1/14/16 10:59 PM,336,3,4377.97,5840.86,433.61,7909.56,5171.18,1152.97,385.15,2167.07,,,,,,,,,
1/14/16 11:59 PM,337,2.75,4383.56,5848.08,434.12,7919.49,5177.73,1154.41,385.62,2169.67,,,,,,,,,
1/15/16 12:59 AM,338,2.5,4389.21,5854.77,434.63,7929.30,5184.28,1155.81,386.10,2172.29,,,,,,,,,
1/15/16 1:59 AM,339,2.25,4394.70,5861.92,435.18,7939.20,5190.41,1157.25,386.58,2174.95,,,,,,,,,
1/15/16 2:59 AM,340,2,4400.23,5869.41,435.71,7948.91,5196.49,1158.66,387.06,2177.52,,,,,,,,,
1/15/16 3:59 AM,341,1.75,4405.68,5876.77,436.24,7959.00,5203.25,1160.06,387.53,2180.19,,,,,,,,,
1/15/16 4:59 AM,342,1.5,4411.33,5884.26,436.76,7968.06,5209.45,1161.44,388.00,2182.81,,,,,,,,,
1/15/16 5:59 AM,343,1.25,4417.04,5890.88,437.30,7977.63,5216.12,1162.82,388.48,2185.49,,,,,,,,,
1/15/16 6:59 AM,344,1,4422.40,5897.64,437.84,7987.88,5222.29,1164.17,388.94,2188.22,,,,,,,,,
1/15/16 7:59 AM,345,0.5,4450.19,5931.65,440.44,8039.22,5252.86,1171.21,391.34,2200.93,,,,,,,,,
1/15/16 8:59 AM,346,0,4475.66,5969.33,443.18,8089.85,5285.81,1178.50,393.60,2214.50,,,,,,,,,
1/15/16 9:59 AM,347,0.5,4503.75,6006.99,445.86,8134.98,5319.37,1185.49,395.95,2227.95,,,,,,,,,
1/15/16 10:59 AM,348,1,4528.88,6044.58,448.52,8183.39,5352.55,1192.33,398.34,2241.64,,,,,,,,,
1/15/16 11:59 AM,349,2,4555.89,6082.38,451.10,8233.51,5384.09,1199.28,400.73,2255.26,,,,,,,,,
1/15/16 12:59 PM,350,3,4580.65,6116.15,453.80,8278.99,5413.64,1206.04,403.02,2268.92,,,,,,,,,
1/15/16 1:59 PM,351,4,4608.45,6152.65,456.47,8324.46,5445.31,1212.98,405.40,2282.20,,,,,,,,,
1/15/16 2:59 PM,352,5,4635.18,6186.12,459.05,8370.94,5475.76,1219.76,407.82,2295.42,,,,,,,,,
1/15/16 3:59 PM,353,5.75,4661.51,6222.40,461.63,8420.57,5508.71,1226.79,410.10,2308.70,,,,,,,,,
1/15/16 4:59 PM,354,5.5,4686.38,6258.93,464.25,8466.88,5539.60,1233.98,412.44,2322.39,,,,,,,,,
1/15/16 5:59 PM,355,5,4713.26,6294.02,466.90,8517.88,5570.46,1241.09,414.73,2335.74,,,,,,,,,
1/15/16 6:59 PM,356,4.75,4741.82,6331.45,469.53,8569.01,5602.78,1248.27,417.05,2348.73,,,,,,,,,
1/15/16 7:59 PM,357,4.5,4769.94,6368.32,472.13,8613.65,5633.65,1255.49,419.36,2361.40,,,,,,,,,
1/15/16 8:59 PM,358,4,4775.49,6374.95,472.65,8622.86,5639.58,1256.94,419.82,2364.13,,,,,,,,,
1/15/16 9:59 PM,359,3.5,4780.66,6381.76,473.18,8632.88,5646.11,1258.34,420.30,2366.67,,,,,,,,,
1/15/16 10:59 PM,360,3,4785.83,6388.83,473.70,8642.34,5652.69,1259.77,420.76,2369.26,,,,,,,,,
1/15/16 11:59 PM,361,2.75,4791.13,6396.13,474.25,8652.59,5658.60,1261.17,421.24,2371.91,,,,,,,,,
1/16/16 12:59 AM,362,2.5,4792.17,6397.63,474.35,8654.55,5659.92,1261.46,421.33,2372.44,,,,,,,,,
1/16/16 1:59 AM,363,2.25,4793.16,6399.16,474.46,8656.34,5661.14,1261.73,421.42,2372.98,,,,,,,,,
1/16/16 2:59 AM,364,2,4794.24,6400.51,474.56,8658.23,5662.40,1262.02,421.51,2373.52,,,,,,,,,
1/16/16 3:59 AM,365,1.75,4795.28,6401.86,474.67,8660.12,5663.69,1262.30,421.61,2374.05,,,,,,,,,
1/16/16 4:59 AM,366,1.5,4796.36,6403.26,474.78,8662.09,5665.02,1262.58,421.70,2374.56,,,,,,,,,
1/16/16 5:59 AM,367,1.25,4797.48,6404.59,474.88,8663.91,5666.20,1262.87,421.79,2375.07,,,,,,,,,
1/16/16 6:59 AM,368,1,4798.59,6405.94,474.99,8665.95,5667.50,1263.16,421.88,2375.58,,,,,,,,,
1/16/16 7:59 AM,369,0.5,4803.66,6412.70,475.51,8675.87,5673.89,1264.59,422.35,2378.28,,,,,,,,,
1/16/16 8:59 AM,370,0,4809.15,6420.02,476.03,8685.53,5680.45,1266.05,422.82,2380.90,,,,,,,,,
1/16/16 9:59 AM,371,0.5,4814.43,6427.30,476.55,8694.95,5686.95,1267.41,423.30,2383.47,,,,,,,,,
1/16/16 10:59 AM,372,1,4820.08,6434.15,477.09,8704.67,5693.04,1268.79,423.75,2386.09,,,,,,,,,
1/16/16 11:59 AM,373,2,4825.13,6441.35,477.60,8714.50,5699.47,1270.23,424.23,2388.81,,,,,,,,,
1/16/16 12:59 PM,374,3,4830.75,6448.26,478.14,8723.50,5705.78,1271.66,424.71,2391.35,,,,,,,,,
1/16/16 1:59 PM,375,4,4835.84,6454.86,478.66,8732.53,5711.95,1273.10,425.19,2394.03,,,,,,,,,
1/16/16 2:59 PM,376,5,4840.85,6462.41,479.18,8742.47,5718.48,1274.51,425.65,2396.64,,,,,,,,,
1/16/16 3:59 PM,377,5.75,4846.04,6469.55,479.71,8752.67,5724.76,1275.95,426.13,2399.26,,,,,,,,,
1/16/16 4:59 PM,378,5.5,4851.11,6477.10,480.25,8762.40,5730.83,1277.33,426.60,2401.88,,,,,,,,,
1/16/16 5:59 PM,379,5,4856.18,6484.18,480.78,8771.40,5737.54,1278.75,427.09,2404.52,,,,,,,,,
1/16/16 6:59 PM,380,4.75,4861.60,6491.57,481.32,8781.45,5744.22,1280.13,427.57,2407.12,,,,,,,,,
1/16/16 7:59 PM,381,4.5,4867.15,6499.09,481.83,8791.45,5750.92,1281.51,428.02,2409.81,,,,,,,,,
1/16/16 8:59 PM,382,4,4868.18,6500.61,481.93,8793.34,5752.16,1281.79,428.11,2410.33,,,,,,,,,
1/16/16 9:59 PM,383,3.5,4869.22,6502.06,482.04,8795.27,5753.47,1282.08,428.21,2410.86,,,,,,,,,
1/16/16 10:59 PM,384,3,4870.35,6503.46,482.14,8797.20,5754.80,1282.36,428.31,2411.37,,,,,,,,,
1/16/16 11:59 PM,385,2.75,4871.43,6504.95,482.25,8799.16,5756.12,1282.64,428.40,2411.91,,,,,,,,,
1/17/16 12:59 AM,386,2.5,4872.58,6506.37,482.35,8800.99,5757.43,1282.92,428.49,2412.43,,,,,,,,,
1/17/16 1:59 AM,387,2.25,4873.64,6507.84,482.46,8803.03,5758.74,1283.19,428.59,2412.96,,,,,,,,,
1/17/16 2:59 AM,388,2,4874.65,6509.19,482.56,8805.05,5760.09,1283.47,428.68,2413.50,,,,,,,,,
1/17/16 3:59 AM,389,1.75,4875.69,6510.62,482.67,8807.07,5761.27,1283.75,428.78,2414.04,,,,,,,,,
1/17/16 4:59 AM,390,1.5,4876.79,6512.02,482.77,8808.92,5762.46,1284.03,428.87,2414.55,,,,,,,,,
1/17/16 5:59 AM,391,1.25,4877.85,6513.41,482.88,8810.92,5763.78,1284.31,428.96,2415.06,,,,,,,,,
1/17/16 6:59 AM,392,1,4878.88,6514.87,482.98,8812.95,5765.13,1284.60,429.06,2415.57,,,,,,,,,
1/17/16 7:59 AM,393,0.5,4884.24,6521.67,483.51,8822.74,5771.72,1285.97,429.51,2418.16,,,,,,,,,
1/17/16 8:59 AM,394,0,4889.83,6528.30,484.04,8832.92,5777.64,1287.36,429.96,2420.71,,,,,,,,,
1/17/16 9:59 AM,395,0.5,4894.88,6535.53,484.57,8842.93,5784.39,1288.78,430.42,2423.35,,,,,,,,,
1/17/16 10:59 AM,396,1,4900.12,6542.32,485.10,8852.73,5790.41,1290.20,430.88,2425.95,,,,,,,,,
1/17/16 11:59 AM,397,2,4905.47,6549.34,485.62,8862.32,5796.34,1291.65,431.35,2428.59,,,,,,,,,
1/17/16 12:59 PM,398,3,4910.88,6556.12,486.15,8872.32,5802.76,1293.05,431.83,2431.24,,,,,,,,,
1/17/16 1:59 PM,399,4,4915.96,6563.49,486.67,8881.56,5808.73,1294.47,432.30,2433.80,,,,,,,,,
1/17/16 2:59 PM,400,5,4921.05,6570.35,487.19,8891.31,5814.85,1295.89,432.77,2436.41,,,,,,,,,
1/17/16 3:59 PM,401,5.75,4926.33,6577.41,487.73,8901.10,5820.82,1297.27,433.23,2439.02,,,,,,,,,
1/17/16 4:59 PM,402,5.5,4931.31,6584.96,488.24,8910.58,5827.54,1298.66,433.69,2441.68,,,,,,,,,
1/17/16 5:59 PM,403,5,4936.37,6592.06,488.79,8920.22,5833.59,1300.06,434.16,2444.26,,,,,,,,,
1/17/16 6:59 PM,404,4.75,4941.74,6598.81,489.34,8929.50,5839.81,1301.46,434.63,2446.85,,,,,,,,,
1/17/16 7:59 PM,405,4.5,4947.32,6605.62,489.86,8938.63,5845.74,1302.90,435.09,2449.41,,,,,,,,,
1/17/16 8:59 PM,406,4,4948.39,6607.04,489.97,8940.65,5846.98,1303.17,435.19,2449.93,,,,,,,,,
1/17/16 9:59 PM,407,3.5,4949.39,6608.50,490.07,8942.63,5848.28,1303.46,435.28,2450.46,,,,,,,,,
1/17/16 10:59 PM,408,3,4950.53,6610.01,490.18,8944.54,5849.57,1303.75,435.37,2450.99,,,,,,,,,
1/17/16 11:59 PM,409,2.75,4951.63,6611.38,490.28,8946.53,5850.84,1304.03,435.47,2451.53,,,,,,,,,
1/18/16 12:59 AM,410,2.5,4956.70,6618.56,490.80,8956.16,5856.94,1305.42,435.93,2454.17,,,,,,,,,
1/18/16 1:59 AM,411,2.25,4961.74,6625.51,491.34,8966.11,5862.96,1306.83,436.40,2456.75,,,,,,,,,
1/18/16 2:59 AM,412,2,4966.99,6632.99,491.86,8976.39,5868.92,1308.24,436.88,2459.31,,,,,,,,,
1/18/16 3:59 AM,413,1.75,4972.05,6639.90,492.37,8986.49,5875.16,1309.68,437.35,2462.02,,,,,,,,,
1/18/16 4:59 AM,414,1.5,4977.16,6647.12,492.90,8996.72,5881.69,1311.09,437.81,2464.61,,,,,,,,,
1/18/16 5:59 AM,415,1.25,4982.38,6654.45,493.43,9006.75,5888.39,1312.51,438.27,2467.36,,,,,,,,,
1/18/16 6:59 AM,416,1,4987.80,6661.14,493.98,9016.46,5894.95,1313.87,438.75,2470.04,,,,,,,,,
1/18/16 7:59 AM,417,0.5,5013.45,6694.97,496.67,9064.14,5927.67,1321.15,441.04,2483.52,,,,,,,,,
1/18/16 8:59 AM,418,0,5039.62,6729.79,499.22,9108.70,5959.01,1328.24,443.38,2497.16,,,,,,,,,
1/18/16 9:59 AM,419,0.5,5064.43,6764.60,501.84,9155.30,5988.70,1335.14,445.82,2510.60,,,,,,,,,
1/18/16 10:59 AM,420,1,5091.80,6800.16,504.48,9202.52,6021.08,1342.43,448.21,2523.38,,,,,,,,,
1/18/16 11:59 AM,421,2,5118.81,6834.48,507.13,9253.07,6054.84,1349.49,450.60,2536.49,,,,,,,,,
1/18/16 12:59 PM,422,3,5146.14,6867.47,509.87,9301.05,6087.15,1356.81,452.96,2549.60,,,,,,,,,
1/18/16 1:59 PM,423,4,5174.44,6901.65,512.58,9349.22,6117.65,1363.92,455.35,2562.36,,,,,,,,,
1/18/16 2:59 PM,424,5,5199.24,6935.26,515.12,9395.86,6147.27,1370.79,457.78,2575.89,,,,,,,,,
1/18/16 3:59 PM,425,5.75,5227.42,6972.98,517.76,9442.33,6178.42,1378.09,460.05,2589.19,,,,,,,,,
1/18/16 4:59 PM,426,5.5,5253.96,7006.12,520.44,9490.11,6209.26,1385.08,462.43,2602.41,,,,,,,,,
1/18/16 5:59 PM,427,5,5279.41,7039.85,523.06,9535.81,6241.76,1391.88,464.68,2616.08,,,,,,,,,
1/18/16 6:59 PM,428,4.75,5305.65,7076.50,525.74,9587.14,6271.03,1398.89,467.05,2628.91,,,,,,,,,
1/18/16 7:59 PM,429,4.5,5333.64,7111.78,528.39,9635.77,6302.54,1405.81,469.42,2642.48,,,,,,,,,
1/18/16 8:59 PM,430,4,5338.73,7118.88,528.93,9645.76,6308.57,1407.23,469.90,2645.05,,,,,,,,,
1/18/16 9:59 PM,431,3.5,5343.86,7126.01,529.44,9655.86,6315.28,1408.63,470.38,2647.68,,,,,,,,,
1/18/16 10:59 PM,432,3,5349.37,7133.01,529.98,9665.81,6321.57,1410.05,470.84,2650.35,,,,,,,,,
1/18/16 11:59 PM,433,2.75,5354.52,7140.18,530.51,9675.17,6328.10,1411.41,471.30,2653.00,,,,,,,,,
1/19/16 12:59 AM,434,2.5,5359.97,7147.67,531.02,9684.65,6334.45,1412.85,471.77,2655.73,,,,,,,,,
1/19/16 1:59 AM,435,2.25,5364.92,7154.95,531.55,9694.42,6340.65,1414.26,472.25,2658.34,,,,,,,,,
1/19/16 2:59 AM,436,2,5370.00,7162.28,532.08,9704.67,6346.71,1415.64,472.73,2661.02,,,,,,,,,
1/19/16 3:59 AM,437,1.75,5375.71,7169.48,532.62,9713.62,6353.31,1417.01,473.20,2663.64,,,,,,,,,
1/19/16 4:59 AM,438,1.5,5381.09,7176.95,533.17,9722.67,6359.97,1418.41,473.68,2666.33,,,,,,,,,
